"","ResponseId","age","gender","Q4_1","Q4_2","Q4_3","Q4_4","Q4_5","Q4_6","Q4_7","Q4_8","Q4_9","Q4_10","Q4_11","Q4_12","Q4_13","Q4_14","Q4_15","Q4_16","Q4_17","Q4_18","Q4_19","Q4_20","Q4_21","Q4_22","Q4_23","Q4_24","Q4_25","Q4_26","Q4_27","Q4_28","Q4_29","Q4_30","Q4_31","Q4_32","Q4_33","Q4_34","Q4_35","Q4_36","Q4_37","Q4_38","Q4_39","Q4_40","Q4_41","Q4_42","Q4_43","Q4_44","Q4_45","Q4_46","Q4_47","Q4_48","Q4_49","Q4_50","Q4_51","Q4_52","Q4_53","Q4_54","Q4_55","Q4_56","Q4_57","Q4_58","Q4_59","Q4_60"
"3483","R_2VlSavGa6UrsX4g",28,"non-binary",4,5,5,4,2,3,5,1,5,5,1,2,5,3,4,3,1,4,4,5,5,2,5,4,1,4,5,4,4,2,4,4,1,5,5,3,2,4,4,4,4,1,4,5,2,4,1,2,1,1,4,4,2,5,2,4,5,4,2,4
"3484","R_DB0ENf4EnEgSBbP",18,"non-binary",4,4,4,1,4,4,5,4,3,4,1,2,4,5,3,1,1,3,3,5,4,3,5,5,2,3,2,4,2,1,1,3,3,4,4,3,4,3,2,4,4,1,4,2,1,5,3,4,2,3,3,4,3,1,2,4,3,4,4,4
"3485","R_3qtJaunIcHKNAsN",26,"man",5,4,1,2,4,2,5,2,4,5,2,2,5,1,4,2,1,5,4,4,2,1,2,5,2,3,4,2,5,2,2,5,5,2,5,3,1,5,2,4,5,1,5,4,2,5,2,1,4,2,4,5,5,1,2,5,5,1,1,4
"3486","R_XFdMuK0118sCesN",26,"woman",1,3,2,4,2,1,5,5,4,5,3,4,4,1,4,4,4,3,3,3,2,2,5,2,1,3,3,5,5,5,5,4,3,4,4,4,4,4,2,4,3,4,5,4,1,1,3,3,2,3,3,4,4,3,2,2,3,2,2,4
"3487","R_WeeWitZn08KpiQ9",28,"man",2,5,5,1,1,2,4,5,2,4,3,2,3,4,4,2,1,4,3,5,3,2,4,4,3,3,4,4,1,2,5,4,1,5,4,1,4,3,5,3,1,2,3,3,1,2,2,4,1,3,5,4,3,5,3,1,3,4,4,4
"3488","R_8vLWCUdK1kJllpT",17,"man",4,5,4,1,4,5,4,2,2,5,4,4,5,4,4,2,2,4,5,5,4,2,4,4,1,1,2,5,2,1,4,2,4,5,5,2,4,2,5,5,2,4,4,1,1,4,5,2,1,1,4,5,2,4,1,2,5,5,4,4
"3489","R_1hWN1z5drf5zjEI",18,"woman",1,3,1,3,1,3,4,3,4,5,4,4,3,2,5,5,4,5,3,4,1,3,4,3,4,4,3,2,5,1,5,2,5,2,4,5,3,4,2,4,3,3,3,4,1,1,3,2,3,4,3,3,3,1,3,2,4,1,2,5
"3490","R_21zSJ5MGOebX66f",19,"man",2,3,1,1,2,4,4,5,4,3,5,3,5,5,3,3,2,5,3,3,5,2,2,5,1,2,4,3,4,2,4,3,4,4,5,2,4,5,3,4,3,1,5,5,2,2,1,4,1,1,5,5,4,4,3,3,2,4,5,2
"3491","R_12KXm5FA938oOAb",29,"non-binary",4,5,3,3,1,5,5,4,2,5,3,3,4,4,4,1,4,3,3,5,5,4,4,5,1,5,4,3,5,1,2,4,4,2,5,2,4,4,4,5,2,3,4,2,2,4,4,1,2,1,3,4,3,4,3,3,2,2,4,5
"3492","R_2ceL8NNXkWac9u1",29,"non-binary",4,4,3,2,3,2,5,3,2,5,3,4,4,3,3,3,2,4,3,5,4,1,4,2,1,1,3,4,2,4,4,3,3,3,5,4,4,4,4,5,3,3,4,3,4,2,3,2,2,1,3,4,4,4,3,3,3,5,4,4
"3493","R_2tnuJahc5EUWyXT",31,"man",4,4,2,4,2,4,4,2,4,4,1,4,4,4,3,2,2,4,2,4,4,1,4,4,4,4,1,3,2,2,2,2,4,2,4,2,3,4,4,3,2,3,4,4,1,5,4,2,4,1,3,4,2,4,2,2,2,3,3,4
"3494","R_1Ol4B8HXMkIJQYw",19,"man",1,4,4,1,1,1,4,3,1,5,2,2,4,4,4,4,3,2,5,5,1,2,4,2,4,1,3,4,1,2,4,4,1,5,5,4,2,3,4,4,2,2,3,2,2,3,2,4,1,4,4,4,4,4,4,3,3,3,4,4
"3495","R_xt7dqZlsM6qIL17",35,"non-binary",2,5,5,4,2,1,5,4,4,5,1,3,4,5,4,5,1,2,4,5,1,2,5,4,1,5,4,5,2,1,5,4,1,5,5,3,4,4,4,5,2,4,4,1,1,4,1,4,1,4,5,4,2,3,1,5,3,4,4,4
"3496","R_2Xj8KS5Wypu7ZCR",48,"man",3,4,1,4,4,3,5,1,3,5,2,1,5,1,3,4,1,1,2,5,3,1,2,4,4,3,4,5,3,5,4,4,5,1,5,3,2,5,1,4,4,3,5,3,1,3,1,1,4,1,4,5,4,2,2,4,4,2,1,3
"3497","R_0MoP99M7FdBEg8x",20,"man",4,4,5,4,2,4,4,5,4,5,1,5,2,5,4,3,1,4,4,4,2,4,4,4,1,5,5,4,2,2,4,5,1,2,5,2,4,4,2,5,4,1,4,2,1,4,4,5,2,4,3,5,4,2,4,4,5,5,4,4
"3498","R_XvumFjSkq99RHvb",36,"woman",3,3,4,3,4,5,5,3,2,4,2,4,4,5,4,1,3,4,4,5,4,4,2,4,2,3,4,4,4,1,5,4,2,4,4,2,4,4,4,4,1,5,4,2,1,4,4,2,2,3,4,4,4,4,4,3,3,4,3,4
"3499","R_1lsLnQ6pJUVhDns",33,"non-binary",2,5,5,3,1,2,5,4,2,5,4,1,3,2,4,4,5,4,4,5,3,1,5,4,1,5,5,4,2,1,5,5,2,5,5,4,1,2,5,4,2,2,3,4,3,2,1,4,1,2,4,4,4,5,1,4,5,5,3,2
"3500","R_Zlw3owalDG0evuN",22,"man",1,4,2,2,2,2,5,4,2,4,3,3,3,2,2,5,2,4,4,4,2,2,5,4,1,3,4,2,4,4,5,5,3,4,4,4,4,4,4,3,2,4,4,4,3,2,4,2,2,2,4,4,4,2,2,2,4,3,2,2
"3501","R_8vt32bX24S1DBAt",28,"man",4,5,2,2,4,4,5,4,2,5,2,2,4,4,5,2,1,4,5,4,4,2,4,2,2,4,4,4,2,1,4,5,4,5,5,1,2,4,4,5,2,4,5,2,1,5,1,2,2,2,2,5,4,4,1,5,4,4,4,4
"3502","R_3Gp1VQN8YNBjiXq",32,"man",4,5,4,2,1,3,5,4,4,5,2,2,4,2,3,4,1,4,4,5,3,1,4,2,3,4,5,2,3,1,2,5,2,5,5,3,1,4,4,5,2,3,4,2,1,4,1,2,2,1,4,5,3,5,1,4,4,3,5,5
"3503","R_C7B2VEhzqyWJSjn",22,"woman",1,5,4,4,1,3,5,4,2,4,3,4,4,1,4,5,1,4,4,5,3,4,2,3,3,4,4,3,4,2,5,4,3,4,4,3,3,4,2,4,3,4,3,5,1,2,4,1,2,1,3,5,3,2,4,4,5,3,2,1
"3504","R_6yQGwpk0kThyapH",19,"woman",3,5,4,4,2,3,5,4,3,4,2,3,4,3,4,3,5,3,4,5,2,1,4,3,3,2,3,4,5,1,4,4,4,3,5,2,1,4,2,4,3,3,5,5,1,3,1,1,2,2,3,5,2,2,2,4,2,2,3,4
"3505","R_2PopWbKePQl96qb",34,"non-binary",1,4,5,2,1,2,2,4,1,5,5,4,4,3,4,3,4,3,4,5,4,2,5,1,2,4,4,5,2,2,5,3,1,5,4,5,4,1,4,4,1,5,2,4,3,3,3,4,1,2,2,2,1,4,1,3,1,2,3,4
"3506","R_2q27IrZkuzWmSTH",17,"woman",1,3,2,4,1,3,4,4,3,5,5,3,5,4,3,5,2,5,5,1,2,1,5,4,3,2,3,1,2,1,5,4,4,1,1,3,4,5,1,5,4,4,5,4,4,1,4,2,4,5,4,4,4,1,2,3,3,1,4,2
"3507","R_XuJr2yxAM85iiit",18,"man",3,5,2,1,1,3,5,2,1,5,2,2,4,4,4,5,1,4,5,5,1,2,5,3,1,4,4,1,2,1,5,4,2,5,5,2,1,4,5,5,3,4,5,4,1,2,3,2,1,3,4,5,4,5,1,3,4,1,2,4
"3508","R_27ljvzZrCP1qZJD",17,"woman",2,5,4,4,4,3,5,4,2,5,2,3,4,4,5,4,2,4,4,5,2,1,5,2,1,4,5,2,4,2,5,5,4,5,4,5,1,4,5,5,2,5,4,4,2,4,3,2,1,4,3,5,5,5,2,3,2,2,4,3
"3509","R_2ZOBFxB0yriiE04",50,"man",3,5,5,2,1,4,5,3,1,5,1,2,5,4,4,2,1,4,2,5,3,2,3,5,1,5,4,1,3,1,5,5,1,4,5,3,1,3,4,5,2,3,4,2,1,1,1,3,2,1,3,5,4,5,1,3,4,1,3,1
"3510","R_2w6Wd5cuGxoVlNH",18,"woman",1,4,3,3,4,1,5,4,2,3,4,2,3,2,3,5,2,2,2,3,1,1,4,4,3,4,4,4,4,4,5,4,3,4,3,4,1,3,3,3,2,4,3,4,2,1,3,2,2,3,4,5,2,4,3,2,4,2,2,2
"3511","R_ywraV2twrxTwa9r",26,"woman",1,5,2,4,1,3,5,5,4,5,5,3,4,5,4,5,5,4,4,5,3,3,2,5,1,5,4,4,2,2,5,5,4,5,4,2,3,2,4,2,2,4,4,4,1,1,5,4,1,4,4,4,4,4,3,2,4,2,4,3
"3512","R_dh5Y9XWDdofqn9n",60,"woman",4,5,2,5,1,4,5,2,4,4,2,1,5,1,5,2,5,2,2,4,4,1,3,4,1,1,5,2,4,1,2,5,4,2,5,2,1,4,3,4,4,1,5,4,2,4,1,2,4,2,1,4,4,3,1,4,5,2,2,5
"3513","R_2BxKDjnyIg3g3OO",24,"non-binary",1,5,5,1,3,2,5,5,1,5,1,1,2,5,2,4,1,4,5,5,1,1,5,1,3,4,4,5,1,1,5,4,2,5,2,5,4,1,5,3,3,3,4,1,1,4,1,4,1,5,5,5,1,4,5,3,3,4,5,4
"3514","R_2QtxkTzKLe11pO6",41,"man",1,4,1,2,1,1,5,4,2,4,3,4,5,2,4,5,1,5,5,3,1,1,2,3,2,4,4,1,3,1,5,4,5,5,4,3,1,5,1,3,2,3,5,4,1,1,2,1,1,1,5,5,5,1,2,4,2,1,1,4
"3515","R_tXKYCLJJQQ0rFvP",25,"non-binary",3,5,3,3,2,2,5,4,3,4,3,1,2,4,4,3,1,3,3,5,2,2,5,3,1,4,5,4,3,1,5,5,4,3,5,3,1,4,4,5,3,2,3,3,2,3,3,2,3,1,3,4,3,5,1,4,5,3,3,4
"3516","R_bPJk6DiIC4lsVd7",19,"woman",1,3,4,5,4,3,4,4,1,4,2,4,4,4,4,5,4,2,1,1,1,2,5,2,2,2,4,2,4,4,5,4,2,3,3,4,5,4,2,4,4,3,4,5,4,1,4,4,4,5,5,3,4,2,5,4,2,4,2,2
"3517","R_77od4RCHv1EsOwV",18,"man",5,5,4,5,2,4,5,4,5,4,1,1,4,4,4,1,5,2,2,5,5,1,2,5,2,4,2,5,2,2,1,5,1,4,5,1,4,4,4,2,5,2,4,5,1,5,2,4,2,1,1,5,2,2,1,5,4,5,4,4
"3518","R_2xGiHH0pdbgc7zO",31,"woman",3,4,4,4,4,4,4,4,2,5,2,4,4,1,4,2,3,3,2,4,4,4,4,5,1,4,2,3,4,4,2,4,2,3,3,2,4,4,4,5,2,3,4,4,1,5,4,4,3,4,2,4,4,4,1,4,2,2,2,4
"3519","R_3KUWWZgM9DczLMy",18,"man",2,4,5,2,4,2,4,4,2,4,4,5,3,5,4,5,4,4,4,5,1,4,4,2,2,4,2,5,1,2,5,4,4,5,4,4,3,3,5,5,2,5,2,4,2,3,4,2,1,2,4,4,3,5,2,2,2,4,5,2
"3520","R_25uPdpsyEIJ0kqC",22,"man",4,5,1,4,4,4,5,1,4,4,1,2,5,1,3,2,1,5,2,3,4,1,2,5,2,1,4,2,5,2,4,4,5,3,3,2,1,5,1,3,4,3,5,5,2,4,1,1,4,3,2,5,5,1,2,4,5,4,1,2
"3521","R_3OkUCmGrQqc23YY",22,"non-binary",1,1,4,2,2,2,3,5,3,5,5,3,3,5,4,5,5,3,4,3,3,5,5,1,1,4,4,5,1,1,5,2,2,3,3,3,5,2,5,5,2,2,3,4,1,2,5,3,3,3,4,3,1,5,2,2,3,4,4,4
"3522","R_1doYn3HNMwmyizS",27,"man",3,5,4,3,2,3,5,2,4,5,2,1,3,2,4,3,2,3,4,5,2,1,2,4,1,4,5,4,3,2,4,3,2,4,5,5,5,3,2,4,2,2,3,3,1,5,2,1,2,1,4,4,4,2,1,5,5,1,2,3
"3523","R_1eKVPmlXLyzjGSO",18,"prefer not to say",5,5,4,4,4,4,4,5,4,4,4,2,4,4,5,2,5,1,4,4,3,2,5,2,3,4,4,5,1,4,4,5,2,5,5,2,4,2,4,4,5,2,4,3,1,5,2,2,2,2,4,3,1,4,2,2,5,5,4,4
"3524","R_sNYUKMwnXI9ma2Z",21,"man",2,5,1,2,1,3,5,4,1,5,2,2,4,5,4,5,1,5,4,5,2,1,4,2,2,4,5,4,1,1,5,5,4,5,4,4,2,2,5,5,1,4,5,2,1,4,1,1,1,1,4,5,4,5,1,4,4,4,1,4
"3525","R_em61n2HqAtBxlv3",18,"man",4,3,1,4,2,2,4,2,4,4,2,4,4,1,2,4,4,5,4,3,1,1,1,4,4,1,4,2,5,2,4,4,5,2,4,4,2,4,2,2,4,4,4,5,2,4,2,1,2,4,5,4,5,2,4,4,4,4,1,2
"3526","R_2QsWxq82PXlZQIc",18,"man",2,4,4,4,1,1,4,4,4,4,1,1,3,5,4,5,2,2,2,5,1,1,4,4,2,2,2,4,2,1,5,4,2,4,5,3,2,2,2,4,4,2,4,2,1,2,2,2,1,4,5,4,4,2,5,4,5,4,4,5
"3527","R_2YArq0l8DJMYlTI",27,"man",5,5,5,1,1,5,4,3,2,5,1,4,4,1,3,1,1,1,2,5,4,2,5,4,1,3,2,4,2,1,1,4,2,5,5,1,4,2,2,5,1,2,3,2,1,5,1,2,1,1,4,4,1,2,1,4,2,2,4,4
"3528","R_3HSmqGu3RoBBK86",25,"man",1,3,1,1,5,3,5,4,2,5,3,4,4,2,5,4,4,5,5,5,3,4,2,4,5,3,2,4,2,1,5,3,5,5,5,4,4,5,4,4,2,5,4,4,2,2,4,1,1,1,4,4,4,3,1,3,2,4,3,4
"3529","R_2E9KNBM3OOqWeqM",24,"man",2,3,3,2,4,2,4,4,2,4,3,3,2,4,3,3,4,3,4,4,3,2,3,2,3,4,3,4,2,3,4,3,1,4,4,4,4,2,4,2,3,4,3,2,2,3,3,4,2,4,4,4,1,4,2,3,2,4,4,1
"3530","R_1H7dDxFDCp9ydBJ",20,"non-binary",1,5,3,1,1,1,5,1,4,5,4,1,4,4,4,5,1,5,5,5,1,1,4,1,1,1,2,1,3,1,5,5,2,5,4,5,3,3,5,4,2,2,5,4,1,2,3,1,1,1,5,5,4,4,1,2,3,3,3,4
"3531","R_AAPJdvVAXhLCAzn",22,"woman",1,4,4,4,2,2,4,5,4,4,2,4,2,4,4,5,2,4,4,3,1,1,5,4,2,1,4,4,4,2,4,3,3,2,2,4,2,2,2,4,4,2,2,4,4,2,2,2,3,4,4,4,4,2,4,2,3,3,2,4
"3532","R_3G0weKzL5kONuCa",17,"prefer not to say",2,3,4,2,2,3,4,3,2,4,4,3,4,4,3,4,3,4,4,4,3,2,5,2,2,4,2,3,2,2,5,3,2,4,3,2,3,2,3,3,2,4,4,5,2,2,4,2,2,4,3,4,2,4,3,2,3,3,2,4
"3533","R_QmrLMWD3Gqr16sV",44,"man",5,5,4,4,4,4,5,2,5,5,2,1,1,1,4,4,5,4,4,4,4,4,1,4,4,2,5,4,4,5,4,4,4,5,4,1,2,5,1,4,5,1,5,4,2,2,4,2,2,2,4,5,5,4,3,4,5,5,2,4
"3534","R_3hgxpSZKpk2GIcA",24,"woman",4,5,4,5,4,4,5,5,5,5,1,1,3,1,4,4,4,4,3,3,3,1,2,4,3,1,5,4,4,2,5,4,4,1,3,2,1,4,2,2,5,1,5,4,1,2,2,1,4,5,3,5,4,4,4,5,5,5,4,4
"3535","R_1EdjTMI7S1pW213",18,"man",5,4,2,1,2,5,5,4,2,4,1,5,4,5,2,2,4,3,4,5,2,4,5,2,1,3,1,3,2,2,2,5,5,4,5,1,5,2,1,4,5,4,5,2,3,5,5,1,4,5,4,4,2,1,2,5,1,4,4,4
"3536","R_3CCJnSRkcpbd5uu",23,"woman",2,4,4,1,1,2,5,4,4,5,3,4,5,4,4,4,5,4,5,5,3,1,5,1,1,2,3,4,2,1,5,3,1,5,4,4,3,3,4,4,3,5,4,3,1,3,4,4,1,1,4,5,2,4,2,4,2,4,3,3
"3537","R_2PBjuYCYN6zFbbm",19,"man",1,3,4,3,2,1,5,4,1,4,2,1,3,4,4,5,3,3,4,4,1,2,5,2,4,4,4,1,2,1,5,4,4,5,4,3,3,4,5,4,1,4,3,2,1,4,1,4,2,5,5,4,3,5,3,4,5,3,5,3
"3538","R_0Va9vOSWcJF9zCp",18,"woman",5,1,1,5,1,3,5,2,5,4,4,1,2,2,3,3,4,5,3,1,4,1,1,1,1,1,1,5,5,3,2,4,4,1,3,2,3,5,1,3,4,3,5,5,2,4,5,1,5,4,1,5,5,1,3,2,2,4,1,4
"3539","R_12P9J8oCpi5w0LC",18,"non-binary",2,5,4,1,4,2,5,3,2,4,3,3,3,4,2,5,2,3,3,4,1,1,5,1,2,4,4,3,2,3,5,3,2,4,3,3,1,3,4,3,2,3,3,2,4,2,1,4,1,2,5,5,2,4,4,3,4,3,3,3
"3540","R_W72onixmBfMncDT",18,"woman",4,4,4,2,3,3,5,2,5,5,1,3,4,4,3,2,1,2,4,4,2,2,5,4,1,1,2,3,5,2,2,4,2,4,2,3,3,4,1,4,4,2,4,5,1,5,1,2,2,2,2,4,3,1,1,4,3,4,2,3
"3541","R_ptUFl45gLxuKml3",60,"man",4,5,1,2,4,2,5,2,4,4,2,2,5,2,2,2,1,5,3,4,2,1,1,5,4,3,4,1,5,1,2,5,4,2,5,2,1,5,2,2,2,2,5,5,2,4,1,2,4,2,4,5,5,1,2,3,5,2,2,2
"3542","R_2xJc383hHIbRbRL",23,"woman",2,3,4,2,4,2,5,4,2,5,3,4,3,4,4,2,4,4,5,5,1,2,5,2,1,4,2,4,1,1,4,3,2,5,4,4,4,3,4,5,3,4,3,2,2,4,4,4,3,4,4,4,4,5,5,3,4,4,5,4
"3543","R_2Vq1eAYIrz0PLZP",23.7,"man",5,5,4,4,1,4,5,1,4,4,3,2,4,4,3,4,1,4,4,5,2,1,3,4,1,2,5,3,4,2,5,4,2,4,5,3,1,4,2,4,5,4,4,5,1,3,1,1,4,1,4,5,4,4,2,4,5,3,2,3
"3544","R_1NqwkzI10xMNRBK",16,"woman",4,3,4,2,4,3,4,4,2,5,1,4,4,2,4,4,4,4,4,3,5,2,5,4,1,3,4,4,4,5,4,4,4,4,3,4,4,5,3,4,4,4,4,3,1,4,2,4,2,3,1,4,4,3,2,4,4,4,2,5
"3545","R_1HbN2s8iTeWWF21",19,"woman",4,5,5,2,3,4,5,3,5,5,1,1,1,4,4,3,1,3,4,4,3,1,5,1,1,2,5,4,2,2,4,4,4,5,5,1,4,5,4,4,5,2,4,4,1,4,1,1,1,2,2,5,5,4,1,5,4,4,4,4
"3546","R_21hM4W7OoKUidvA",19,"man",5,5,5,3,1,4,5,5,1,5,1,2,4,4,5,4,1,5,5,5,4,1,5,2,1,2,4,4,1,1,4,4,2,5,5,3,2,4,1,5,4,4,5,1,4,3,2,4,1,1,4,5,1,2,1,5,5,4,5,4
"3547","R_1CwR9VkGQwg8BFq",19,"man",3,4,5,1,1,3,5,4,2,5,2,5,5,4,2,3,5,4,5,5,2,2,5,2,3,4,4,4,2,1,5,4,4,5,5,4,2,3,5,4,4,4,5,2,1,5,2,2,1,1,5,5,2,4,2,4,4,4,5,4
"3548","R_1rc5TZOAxlPfu8o",22,"man",2,5,2,4,5,3,5,4,4,5,1,3,4,3,4,4,1,5,4,5,3,2,4,4,1,5,5,2,4,1,5,3,4,3,5,3,3,4,5,5,2,4,5,5,1,2,2,1,2,1,3,5,3,5,1,2,3,2,2,4
"3549","R_ehBrQEcwuzzrHdT",22,"woman",4,5,2,2,1,4,5,4,5,5,1,1,4,5,5,4,2,5,4,5,5,5,4,5,1,2,4,4,2,1,4,5,3,5,5,2,2,5,4,5,5,1,4,4,1,5,1,2,1,1,1,5,5,3,1,5,5,2,5,5
"3550","R_eM5H6THZ8sxvzod",16,"woman",4,4,2,4,2,4,2,5,2,4,3,2,3,1,4,4,1,5,3,4,2,2,5,2,4,5,5,5,5,5,3,4,5,2,5,1,5,2,4,4,2,4,2,5,4,3,3,1,2,5,5,4,1,4,3,2,3,5,4,2
"3551","R_BEskuaaZTaRPN05",18,"woman",5,3,5,2,1,4,2,5,1,5,1,4,3,5,4,1,3,2,5,5,2,5,5,2,1,1,4,5,1,2,4,4,1,5,5,4,5,2,5,5,3,5,2,2,1,5,4,4,1,5,4,4,2,5,4,5,1,5,4,2
"3552","R_2YbuqpLXZbfGd47",18,"non-binary",4,4,5,2,1,4,5,4,4,5,1,4,4,4,5,4,5,4,5,5,4,4,5,3,1,4,5,4,2,1,4,4,1,5,5,1,3,4,4,5,4,5,5,3,1,5,3,5,1,1,5,4,2,5,1,4,4,3,3,5
"3553","R_2usNXjad4dYtp1Q",18,"woman",4,3,1,5,3,4,5,4,5,5,2,5,5,1,5,2,3,5,4,4,4,2,4,4,1,1,3,5,5,1,2,5,5,2,2,2,5,5,1,4,4,5,4,5,2,2,5,1,2,5,2,5,2,1,1,5,4,5,1,4
"3554","R_OjuGj4O6MGHyt6V",25,"man",2,4,5,1,2,4,5,5,2,4,2,4,4,5,3,5,1,3,5,5,2,4,5,2,2,2,2,4,1,2,5,4,2,5,5,4,4,2,4,5,2,4,4,2,2,3,2,4,2,4,4,5,4,4,3,3,2,4,4,4
"3555","R_2f1zkb0mG2EdUVt",26,"man",4,5,4,2,2,5,5,2,5,5,4,2,4,5,4,4,1,5,4,5,5,4,5,2,4,2,5,1,5,1,5,5,4,5,4,2,4,5,4,5,2,5,5,4,1,5,2,2,1,2,1,5,5,4,3,4,2,2,2,4
"3556","R_0ADTlYPXqCpjbO1",17,"woman",1,5,4,1,4,1,5,4,2,5,2,2,1,1,2,5,1,4,4,5,1,1,5,2,1,5,5,1,2,4,5,5,2,5,5,3,1,3,4,5,1,4,2,2,2,2,1,1,1,1,5,5,4,5,1,5,5,1,5,2
"3557","R_1LBQJcHUMRiXGXd",84,"woman",2,4,2,4,3,3,4,3,2,4,3,2,4,3,3,3,4,3,3,3,3,4,3,4,1,3,4,3,5,2,2,4,2,2,4,3,2,4,2,4,3,3,4,5,2,4,2,3,3,2,2,4,3,1,1,3,3,1,1,3
"3558","R_3EMcbOEWYT3oVmN",18,"man",4,5,2,2,2,3,5,2,4,4,2,2,4,4,4,4,2,4,4,4,3,3,4,4,3,2,4,3,2,2,4,4,4,4,4,4,4,4,2,4,4,3,5,3,2,5,2,2,2,1,4,4,2,3,2,4,4,4,3,3
"3559","R_1liznvDRtd2S44f",47,"woman",3,4,2,5,3,5,5,3,5,5,4,2,5,1,5,2,2,2,2,5,4,2,4,5,1,1,5,2,5,1,3,5,1,1,5,1,4,5,1,4,4,4,5,5,1,5,3,1,5,1,1,5,5,1,3,3,4,4,1,4
"3560","R_tRRiGy6GbwWSgY9",19,"man",4,3,4,4,5,4,4,4,5,4,2,5,5,4,4,4,5,3,4,5,3,4,4,3,1,4,4,2,2,1,4,5,2,4,5,3,3,4,4,5,3,4,5,2,1,5,4,4,2,1,2,4,5,4,1,4,4,4,4,4
"3561","R_2yl6XPvp8M9cXVj",18,"man",5,5,3,3,5,3,5,4,2,5,2,3,5,4,5,3,1,3,3,5,3,3,5,2,3,3,5,2,3,2,3,5,2,5,5,3,1,4,2,5,5,4,5,4,4,5,2,3,2,2,3,4,3,1,3,5,4,4,3,4
"3562","R_2CNvl4bPo4uEEtL",19,"prefer not to say",5,5,4,5,2,4,5,3,4,5,1,4,4,1,4,3,5,2,4,5,3,1,5,2,2,1,5,5,2,2,3,5,3,4,5,2,1,4,4,5,5,4,4,4,1,4,2,3,2,1,4,5,4,4,5,5,4,4,4,4
"3563","R_r1FabctsI7gKBy1",27,"man",1,1,4,2,2,1,4,5,4,4,2,4,2,4,2,4,4,4,5,5,2,2,5,1,4,4,2,4,4,4,5,2,2,5,4,5,2,2,5,4,2,4,4,4,4,1,5,2,1,5,5,4,4,5,4,4,2,4,4,2
"3564","R_3h40j1Z32BX7CzV",18,"man",4,4,2,2,1,4,5,2,4,5,2,3,4,3,3,2,1,4,5,4,4,4,4,4,2,2,2,2,2,1,5,4,3,5,4,2,2,4,4,4,3,4,4,3,1,3,3,2,1,2,2,4,5,2,4,5,3,2,3,2
"3565","R_2dyhc4Sdhj5Ucqy",20,"woman",1,3,1,2,4,3,5,3,2,5,3,3,4,2,3,4,1,5,4,2,3,4,4,2,1,3,4,2,3,2,5,4,5,5,2,4,2,4,3,5,3,3,4,3,4,2,2,1,1,3,3,5,4,3,2,2,3,2,2,2
"3566","R_22X5q0d0xzvSDF5",18,"man",2,4,5,4,4,2,4,5,2,5,2,1,4,5,4,4,1,4,4,4,2,5,5,2,4,4,4,4,3,4,5,4,1,5,4,4,2,4,4,4,4,4,4,4,2,4,2,5,1,4,5,4,1,4,2,2,4,5,2,2
"3567","R_3PHtdEfZFq43slu",27,"man",4,5,4,4,2,2,5,2,5,5,4,4,2,5,5,4,5,5,5,5,3,1,5,5,1,1,5,4,4,1,4,4,5,5,5,4,5,2,2,4,4,2,2,5,4,4,4,2,2,2,5,5,2,4,2,4,5,2,1,2
"3568","R_1ILUtNu0j3hKq0S",18,"man",4,4,2,3,1,2,5,4,2,4,1,4,3,3,4,4,1,4,4,3,2,1,5,4,4,1,4,4,2,1,4,4,4,5,4,4,2,3,4,2,3,4,4,2,2,4,2,1,1,4,4,4,2,4,3,3,2,4,4,3
"3569","R_22nW6ZwamoIaJwO",24,"woman",1,5,2,5,4,4,5,4,4,5,2,2,5,2,5,4,2,4,4,3,4,4,4,5,1,4,4,2,4,4,5,5,4,2,4,2,2,4,1,4,4,4,5,5,1,2,4,2,4,2,3,5,4,1,2,4,4,2,2,3
"3570","R_323JH6L4X1eraEu",22,"man",1,4,5,4,2,2,4,4,2,5,4,4,4,5,3,5,4,2,5,5,2,2,5,1,3,3,2,4,2,3,5,2,2,5,4,5,4,2,5,5,1,5,4,4,2,1,5,3,1,4,5,4,1,5,2,1,2,4,4,4
"3571","R_2TKVM7SiD2SpswB",18,"man",4,4,5,1,2,5,4,5,1,3,3,5,2,5,3,2,5,1,5,5,4,2,5,1,2,2,4,5,1,3,3,3,1,4,3,2,4,1,4,5,4,5,4,2,1,5,4,5,4,4,1,3,1,4,3,4,2,5,4,3
"3572","R_3iyztoAjzgRnT3E",16,"man",1,5,1,4,1,3,2,2,2,5,1,1,5,4,5,5,5,5,4,5,2,2,2,5,1,3,1,4,2,1,5,4,5,5,5,3,4,5,3,5,5,5,5,2,1,1,4,4,1,4,5,5,5,4,1,4,1,4,4,5
"3573","R_2sSGsHley3Tc6dM",17,"woman",2,4,3,3,1,2,4,4,3,5,2,2,3,2,4,4,4,4,4,5,3,3,3,4,1,4,2,4,4,2,4,3,2,3,5,4,2,4,3,4,1,2,3,4,1,2,4,2,2,2,3,4,4,3,1,2,4,4,2,4
"3574","R_2VQPTPvbWEBWPbA",17,"non-binary",4,5,5,3,1,4,4,4,2,4,2,3,2,5,4,5,1,2,4,5,2,2,5,4,3,5,4,5,2,1,5,4,1,4,4,4,3,1,4,4,4,4,4,4,2,4,4,5,1,1,4,4,2,4,2,4,4,2,4,5
